date,category,product,variant,supplier,unit_price_rm,quantity_sold,total_sales_rm
31/1/2026,Dairy,Yogurt,Plain Yogurt,Dairy Best,3.9,5,19.5
31/1/2026,Dairy,Yogurt,Strawberry Yogurt,Farmhouse Dairy,4.5,1,4.5
31/1/2026,Dairy,Yogurt,Greek Yogurt,Dairy Best,6.9,2,13.8
31/1/2026,Beverages,Coke,Coke 200ml,Coca-Cola,2,13,26
31/1/2026,Beverages,Coke,Coke 500ml,Local Beverage Distributor,3.5,13,45.5
31/1/2026,Beverages,Coke,Coke 1.5L,Local Beverage Distributor,6.9,10,69
31/1/2026,Beverages,Coke,Diet Coke,Coca-Cola,3.8,5,19
31/1/2026,Beverages,Coke,Coke Zero,Local Beverage Distributor,3.8,17,64.6
31/1/2026,Beverages,Pepsi,Pepsi 200ml,PepsiCo,2,7,14
31/1/2026,Beverages,Pepsi,Pepsi 500ml,PepsiCo,3.4,15,51
31/1/2026,Beverages,Pepsi,Pepsi 1.5L,Local Beverage Distributor,6.8,7,47.6
31/1/2026,Beverages,Pepsi,Pepsi Max,PepsiCo,3.8,5,19
31/1/2026,Beverages,Sprite,Sprite 200ml,Local Beverage Distributor,2,8,16
31/1/2026,Beverages,Sprite,Sprite 500ml,Coca-Cola,3.4,10,34
31/1/2026,Beverages,Sprite,Sprite 1.5L,Local Beverage Distributor,6.8,5,34
31/1/2026,Bakery,Bread,White Bread,Sunshine Bakery,3.8,17,64.6
31/1/2026,Bakery,Bread,Wholemeal Bread,Sunshine Bakery,4.8,21,100.8
31/1/2026,Bakery,Bread,Multigrain Bread,Gardenia,5.8,7,40.6
31/1/2026,Bakery,Bun,Plain Bun,Sunshine Bakery,2,1,2
31/1/2026,Bakery,Bun,Cream Bun,Sunshine Bakery,2.8,2,5.6
31/1/2026,Bakery,Bun,Red Bean Bun,Local Bakery,2.8,8,22.4
31/1/2026,Bakery,Croissant,Butter Croissant,French Bakehouse,4.5,4,18
31/1/2026,Bakery,Croissant,Chocolate Croissant,French Bakehouse,5.2,5,26
31/1/2026,Produce,Apple,Red Apple,Fresh Farms Co.,2.2,8,17.6
31/1/2026,Produce,Apple,Green Apple,Fresh Farms Co.,2.4,3,7.2
31/1/2026,Produce,Apple,Fuji Apple,Green Harvest,3.2,8,25.6
31/1/2026,Produce,Banana,Cavendish Banana,Green Harvest,1.8,10,18
31/1/2026,Produce,Banana,Mini Banana,Fresh Farms Co.,2.5,5,12.5
31/1/2026,Produce,Lettuce,Romaine Lettuce,Green Harvest,4.8,1,4.8
31/1/2026,Produce,Lettuce,Butterhead Lettuce,Local Farm,5.2,5,26
31/1/2026,Pantry,Rice,White Rice 5kg,Golden Grain,22.9,2,45.8
31/1/2026,Pantry,Rice,Brown Rice 5kg,Golden Grain,28.9,1,28.9
31/1/2026,Pantry,Rice,Basmati Rice 5kg,Pantry Supply Co.,34.9,6,209.4
31/1/2026,Pantry,Pasta,Spaghetti,Italian Foods,5.5,6,33
31/1/2026,Pantry,Pasta,Macaroni,Italian Foods,5.2,1,5.2
31/1/2026,Pantry,Pasta,Penne,Pantry Supply Co.,5.8,2,11.6
31/1/2026,Pantry,Cereal,Corn Flakes,Kellogg's,11.9,8,95.2
31/1/2026,Pantry,Cereal,Oat Cereal,Nestle,13.9,3,41.7
31/1/2026,Pantry,Cereal,Chocolate Cereal,Nestle,15.9,2,31.8
1/2/2026,Dairy,Milk,Full Cream Milk,Nestle,6.5,22,143
1/2/2026,Dairy,Milk,Low Fat Milk,Nestle,6.8,4,27.2
1/2/2026,Dairy,Milk,Chocolate Milk,Fresh Farms Co.,7.5,7,52.5
1/2/2026,Dairy,Cheese,Cheddar Cheese,Fresh Farms Co.,9.9,1,9.9
1/2/2026,Dairy,Cheese,Mozzarella Cheese,Dairy Best,11.9,2,23.8
1/2/2026,Dairy,Cheese,Cheese Slices,Fresh Farms Co.,8.9,9,80.1
1/2/2026,Dairy,Yogurt,Plain Yogurt,Farmhouse Dairy,3.9,5,19.5
1/2/2026,Dairy,Yogurt,Strawberry Yogurt,Dairy Best,4.5,4,18
1/2/2026,Dairy,Yogurt,Greek Yogurt,Dairy Best,6.9,6,41.4
1/2/2026,Beverages,Coke,Coke 200ml,Coca-Cola,2,6,12
1/2/2026,Beverages,Coke,Coke 500ml,Coca-Cola,3.5,25,87.5
1/2/2026,Beverages,Coke,Coke 1.5L,Local Beverage Distributor,6.9,10,69
1/2/2026,Beverages,Coke,Diet Coke,Coca-Cola,3.8,11,41.8
1/2/2026,Beverages,Coke,Coke Zero,Coca-Cola,3.8,14,53.2
1/2/2026,Beverages,Pepsi,Pepsi 200ml,PepsiCo,2,5,10
1/2/2026,Beverages,Pepsi,Pepsi 500ml,PepsiCo,3.4,17,57.8
1/2/2026,Beverages,Pepsi,Pepsi 1.5L,Local Beverage Distributor,6.8,3,20.4
1/2/2026,Beverages,Pepsi,Pepsi Max,PepsiCo,3.8,13,49.4
1/2/2026,Beverages,Sprite,Sprite 200ml,Coca-Cola,2,8,16
1/2/2026,Beverages,Sprite,Sprite 500ml,Coca-Cola,3.4,16,54.4
1/2/2026,Beverages,Sprite,Sprite 1.5L,Coca-Cola,6.8,8,54.4
1/2/2026,Bakery,Bread,White Bread,Sunshine Bakery,3.8,10,38
1/2/2026,Bakery,Bread,Wholemeal Bread,Local Bakery,4.8,12,57.6
1/2/2026,Bakery,Bread,Multigrain Bread,Gardenia,5.8,5,29
1/2/2026,Bakery,Bun,Plain Bun,Sunshine Bakery,2,7,14
1/2/2026,Bakery,Bun,Cream Bun,Sunshine Bakery,2.8,3,8.4
1/2/2026,Bakery,Bun,Red Bean Bun,Sunshine Bakery,2.8,4,11.2
1/2/2026,Bakery,Croissant,Butter Croissant,Local Bakery,4.5,5,22.5
1/2/2026,Bakery,Croissant,Chocolate Croissant,Local Bakery,5.2,1,5.2
1/2/2026,Produce,Apple,Red Apple,Green Harvest,2.2,8,17.6
1/2/2026,Produce,Apple,Green Apple,Green Harvest,2.4,4,9.6
1/2/2026,Produce,Apple,Fuji Apple,Green Harvest,3.2,3,9.6
1/2/2026,Produce,Banana,Cavendish Banana,Fresh Farms Co.,1.8,10,18
1/2/2026,Produce,Banana,Mini Banana,Green Harvest,2.5,2,5
1/2/2026,Produce,Lettuce,Romaine Lettuce,Local Farm,4.8,4,19.2
1/2/2026,Produce,Lettuce,Butterhead Lettuce,Green Harvest,5.2,7,36.4
1/2/2026,Pantry,Rice,White Rice 5kg,Pantry Supply Co.,22.9,7,160.3
1/2/2026,Pantry,Rice,Brown Rice 5kg,Golden Grain,28.9,1,28.9
1/2/2026,Pantry,Rice,Basmati Rice 5kg,Pantry Supply Co.,34.9,2,69.8
1/2/2026,Pantry,Pasta,Spaghetti,Pantry Supply Co.,5.5,11,60.5
1/2/2026,Pantry,Pasta,Macaroni,Italian Foods,5.2,5,26
1/2/2026,Pantry,Pasta,Penne,Italian Foods,5.8,5,29
1/2/2026,Pantry,Cereal,Corn Flakes,Kellogg's,11.9,12,142.8
1/2/2026,Pantry,Cereal,Oat Cereal,Kellogg's,13.9,5,69.5
1/2/2026,Pantry,Cereal,Chocolate Cereal,Nestle,15.9,8,127.2
2/2/2026,Dairy,Milk,Full Cream Milk,Nestle,6.5,21,136.5
2/2/2026,Dairy,Milk,Low Fat Milk,Nestle,6.8,3,20.4
2/2/2026,Dairy,Milk,Chocolate Milk,Farmhouse Dairy,7.5,8,60
2/2/2026,Dairy,Cheese,Cheddar Cheese,Fresh Farms Co.,9.9,3,29.7
2/2/2026,Dairy,Cheese,Mozzarella Cheese,Dairy Best,11.9,3,35.7
2/2/2026,Dairy,Cheese,Cheese Slices,Fresh Farms Co.,8.9,8,71.2
2/2/2026,Dairy,Yogurt,Plain Yogurt,Dairy Best,3.9,7,27.3
2/2/2026,Dairy,Yogurt,Strawberry Yogurt,Dairy Best,4.5,7,31.5
2/2/2026,Dairy,Yogurt,Greek Yogurt,Dairy Best,6.9,2,13.8
2/2/2026,Beverages,Coke,Coke 200ml,Coca-Cola,2,7,14
2/2/2026,Beverages,Coke,Coke 500ml,Coca-Cola,3.5,14,49
2/2/2026,Beverages,Coke,Coke 1.5L,Coca-Cola,6.9,5,34.5
2/2/2026,Beverages,Coke,Diet Coke,Local Beverage Distributor,3.8,8,30.4
2/2/2026,Beverages,Coke,Coke Zero,Local Beverage Distributor,3.8,20,76
2/2/2026,Beverages,Pepsi,Pepsi 200ml,Local Beverage Distributor,2,4,8
2/2/2026,Beverages,Pepsi,Pepsi 500ml,PepsiCo,3.4,7,23.8
2/2/2026,Beverages,Pepsi,Pepsi 1.5L,PepsiCo,6.8,2,13.6
2/2/2026,Beverages,Pepsi,Pepsi Max,PepsiCo,3.8,8,30.4
2/2/2026,Beverages,Sprite,Sprite 200ml,Coca-Cola,2,1,2
2/2/2026,Beverages,Sprite,Sprite 500ml,Coca-Cola,3.4,7,23.8
2/2/2026,Beverages,Sprite,Sprite 1.5L,Local Beverage Distributor,6.8,3,20.4
2/2/2026,Bakery,Bread,White Bread,Gardenia,3.8,12,45.6
2/2/2026,Bakery,Bread,Wholemeal Bread,Local Bakery,4.8,12,57.6
2/2/2026,Bakery,Bread,Multigrain Bread,Local Bakery,5.8,2,11.6
2/2/2026,Bakery,Bun,Plain Bun,Local Bakery,2,6,12
2/2/2026,Bakery,Bun,Cream Bun,Sunshine Bakery,2.8,8,22.4
2/2/2026,Bakery,Bun,Red Bean Bun,Sunshine Bakery,2.8,5,14
2/2/2026,Bakery,Croissant,Butter Croissant,Local Bakery,4.5,2,9
2/2/2026,Bakery,Croissant,Chocolate Croissant,French Bakehouse,5.2,2,10.4
2/2/2026,Produce,Apple,Red Apple,Green Harvest,2.2,12,26.4
2/2/2026,Produce,Apple,Green Apple,Fresh Farms Co.,2.4,2,4.8
2/2/2026,Produce,Apple,Fuji Apple,Green Harvest,3.2,7,22.4
2/2/2026,Produce,Banana,Cavendish Banana,Green Harvest,1.8,22,39.6
2/2/2026,Produce,Banana,Mini Banana,Green Harvest,2.5,3,7.5
2/2/2026,Produce,Lettuce,Romaine Lettuce,Green Harvest,4.8,8,38.4
2/2/2026,Produce,Lettuce,Butterhead Lettuce,Green Harvest,5.2,1,5.2
2/2/2026,Pantry,Rice,White Rice 5kg,Golden Grain,22.9,3,68.7
2/2/2026,Pantry,Rice,Brown Rice 5kg,Pantry Supply Co.,28.9,1,28.9
2/2/2026,Pantry,Rice,Basmati Rice 5kg,Golden Grain,34.9,8,279.2
2/2/2026,Pantry,Pasta,Spaghetti,Pantry Supply Co.,5.5,12,66
2/2/2026,Pantry,Pasta,Macaroni,Italian Foods,5.2,5,26
2/2/2026,Pantry,Pasta,Penne,Italian Foods,5.8,2,11.6
2/2/2026,Pantry,Cereal,Corn Flakes,Kellogg's,11.9,9,107.1
2/2/2026,Pantry,Cereal,Oat Cereal,Nestle,13.9,6,83.4
2/2/2026,Pantry,Cereal,Chocolate Cereal,Kellogg's,15.9,5,79.5
3/2/2026,Dairy,Milk,Full Cream Milk,Fresh Farms Co.,6.5,15,97.5
3/2/2026,Dairy,Milk,Low Fat Milk,Nestle,6.8,5,34
3/2/2026,Dairy,Milk,Chocolate Milk,Fresh Farms Co.,7.5,4,30
3/2/2026,Dairy,Cheese,Cheddar Cheese,Dairy Best,9.9,7,69.3
3/2/2026,Dairy,Cheese,Mozzarella Cheese,Dairy Best,11.9,5,59.5
3/2/2026,Dairy,Cheese,Cheese Slices,Fresh Farms Co.,8.9,7,62.3
3/2/2026,Dairy,Yogurt,Plain Yogurt,Farmhouse Dairy,3.9,8,31.2
3/2/2026,Dairy,Yogurt,Strawberry Yogurt,Farmhouse Dairy,4.5,7,31.5
3/2/2026,Dairy,Yogurt,Greek Yogurt,Dairy Best,6.9,7,48.3
3/2/2026,Beverages,Coke,Coke 200ml,Local Beverage Distributor,2,8,16
3/2/2026,Beverages,Coke,Coke 500ml,Coca-Cola,3.5,22,77
3/2/2026,Beverages,Coke,Coke 1.5L,Coca-Cola,6.9,8,55.2
3/2/2026,Beverages,Coke,Diet Coke,Coca-Cola,3.8,5,19
3/2/2026,Beverages,Coke,Coke Zero,Local Beverage Distributor,3.8,19,72.2
3/2/2026,Beverages,Pepsi,Pepsi 200ml,PepsiCo,2,7,14
3/2/2026,Beverages,Pepsi,Pepsi 500ml,PepsiCo,3.4,6,20.4
3/2/2026,Beverages,Pepsi,Pepsi 1.5L,Local Beverage Distributor,6.8,1,6.8
3/2/2026,Beverages,Pepsi,Pepsi Max,PepsiCo,3.8,6,22.8
3/2/2026,Beverages,Sprite,Sprite 200ml,Coca-Cola,2,6,12
3/2/2026,Beverages,Sprite,Sprite 500ml,Local Beverage Distributor,3.4,10,34
3/2/2026,Beverages,Sprite,Sprite 1.5L,Local Beverage Distributor,6.8,8,54.4
3/2/2026,Bakery,Bread,White Bread,Local Bakery,3.8,19,72.2
3/2/2026,Bakery,Bread,Wholemeal Bread,Sunshine Bakery,4.8,13,62.4
3/2/2026,Bakery,Bread,Multigrain Bread,Gardenia,5.8,1,5.8
3/2/2026,Bakery,Bun,Plain Bun,Local Bakery,2,3,6
3/2/2026,Bakery,Bun,Cream Bun,Sunshine Bakery,2.8,5,14
3/2/2026,Bakery,Bun,Red Bean Bun,Sunshine Bakery,2.8,5,14
3/2/2026,Bakery,Croissant,Butter Croissant,French Bakehouse,4.5,1,4.5
3/2/2026,Bakery,Croissant,Chocolate Croissant,Local Bakery,5.2,4,20.8
3/2/2026,Produce,Apple,Red Apple,Green Harvest,2.2,6,13.2
3/2/2026,Produce,Apple,Green Apple,Fresh Farms Co.,2.4,1,2.4
3/2/2026,Produce,Apple,Fuji Apple,Fresh Farms Co.,3.2,8,25.6
3/2/2026,Produce,Banana,Cavendish Banana,Green Harvest,1.8,12,21.6
3/2/2026,Produce,Banana,Mini Banana,Fresh Farms Co.,2.5,3,7.5
3/2/2026,Produce,Lettuce,Romaine Lettuce,Local Farm,4.8,4,19.2
3/2/2026,Produce,Lettuce,Butterhead Lettuce,Local Farm,5.2,6,31.2
3/2/2026,Pantry,Rice,White Rice 5kg,Pantry Supply Co.,22.9,6,137.4
3/2/2026,Pantry,Rice,Brown Rice 5kg,Pantry Supply Co.,28.9,2,57.8
3/2/2026,Pantry,Rice,Basmati Rice 5kg,Golden Grain,34.9,2,69.8
3/2/2026,Pantry,Pasta,Spaghetti,Pantry Supply Co.,5.5,8,44
3/2/2026,Pantry,Pasta,Macaroni,Italian Foods,5.2,4,20.8
3/2/2026,Pantry,Pasta,Penne,Pantry Supply Co.,5.8,8,46.4
3/2/2026,Pantry,Cereal,Corn Flakes,Nestle,11.9,7,83.3
3/2/2026,Pantry,Cereal,Oat Cereal,Nestle,13.9,3,41.7
3/2/2026,Pantry,Cereal,Chocolate Cereal,Kellogg's,15.9,7,111.3
4/2/2026,Dairy,Milk,Full Cream Milk,Fresh Farms Co.,6.5,11,71.5
4/2/2026,Dairy,Milk,Low Fat Milk,Nestle,6.8,5,34
4/2/2026,Dairy,Milk,Chocolate Milk,Farmhouse Dairy,7.5,1,7.5
4/2/2026,Dairy,Cheese,Cheddar Cheese,Fresh Farms Co.,9.9,4,39.6
4/2/2026,Dairy,Cheese,Mozzarella Cheese,Fresh Farms Co.,11.9,8,95.2
4/2/2026,Dairy,Cheese,Cheese Slices,Fresh Farms Co.,8.9,5,44.5
4/2/2026,Dairy,Yogurt,Plain Yogurt,Farmhouse Dairy,3.9,8,31.2
4/2/2026,Dairy,Yogurt,Strawberry Yogurt,Farmhouse Dairy,4.5,7,31.5
4/2/2026,Dairy,Yogurt,Greek Yogurt,Dairy Best,6.9,8,55.2
4/2/2026,Beverages,Coke,Coke 200ml,Coca-Cola,2,2,4
4/2/2026,Beverages,Coke,Coke 500ml,Local Beverage Distributor,3.5,11,38.5
4/2/2026,Beverages,Coke,Coke 1.5L,Coca-Cola,6.9,6,41.4
4/2/2026,Beverages,Coke,Diet Coke,Local Beverage Distributor,3.8,8,30.4
4/2/2026,Beverages,Coke,Coke Zero,Coca-Cola,3.8,19,72.2
4/2/2026,Beverages,Pepsi,Pepsi 200ml,Local Beverage Distributor,2,3,6
4/2/2026,Beverages,Pepsi,Pepsi 500ml,PepsiCo,3.4,7,23.8
4/2/2026,Beverages,Pepsi,Pepsi 1.5L,Local Beverage Distributor,6.8,2,13.6
4/2/2026,Beverages,Pepsi,Pepsi Max,Local Beverage Distributor,3.8,2,7.6
4/2/2026,Beverages,Sprite,Sprite 200ml,Coca-Cola,2,5,10
4/2/2026,Beverages,Sprite,Sprite 500ml,Local Beverage Distributor,3.4,7,23.8
4/2/2026,Beverages,Sprite,Sprite 1.5L,Local Beverage Distributor,6.8,6,40.8
4/2/2026,Bakery,Bread,White Bread,Gardenia,3.8,10,38
4/2/2026,Bakery,Bread,Wholemeal Bread,Sunshine Bakery,4.8,20,96
4/2/2026,Bakery,Bread,Multigrain Bread,Sunshine Bakery,5.8,5,29
4/2/2026,Bakery,Bun,Plain Bun,Sunshine Bakery,2,7,14
4/2/2026,Bakery,Bun,Cream Bun,Sunshine Bakery,2.8,3,8.4
4/2/2026,Bakery,Bun,Red Bean Bun,Sunshine Bakery,2.8,6,16.8
4/2/2026,Bakery,Croissant,Butter Croissant,Local Bakery,4.5,2,9
4/2/2026,Bakery,Croissant,Chocolate Croissant,Local Bakery,5.2,7,36.4
4/2/2026,Produce,Apple,Red Apple,Green Harvest,2.2,10,22
4/2/2026,Produce,Apple,Green Apple,Green Harvest,2.4,1,2.4
4/2/2026,Produce,Apple,Fuji Apple,Fresh Farms Co.,3.2,1,3.2
4/2/2026,Produce,Banana,Cavendish Banana,Fresh Farms Co.,1.8,11,19.8
4/2/2026,Produce,Banana,Mini Banana,Green Harvest,2.5,8,20
4/2/2026,Produce,Lettuce,Romaine Lettuce,Green Harvest,4.8,6,28.8
4/2/2026,Produce,Lettuce,Butterhead Lettuce,Green Harvest,5.2,4,20.8
4/2/2026,Pantry,Rice,White Rice 5kg,Golden Grain,22.9,7,160.3
4/2/2026,Pantry,Rice,Brown Rice 5kg,Pantry Supply Co.,28.9,2,57.8
4/2/2026,Pantry,Rice,Basmati Rice 5kg,Pantry Supply Co.,34.9,3,104.7
4/2/2026,Pantry,Pasta,Spaghetti,Pantry Supply Co.,5.5,10,55
4/2/2026,Pantry,Pasta,Macaroni,Italian Foods,5.2,1,5.2
4/2/2026,Pantry,Pasta,Penne,Pantry Supply Co.,5.8,7,40.6
4/2/2026,Pantry,Cereal,Corn Flakes,Nestle,11.9,12,142.8
4/2/2026,Pantry,Cereal,Oat Cereal,Kellogg's,13.9,1,13.9
4/2/2026,Pantry,Cereal,Chocolate Cereal,Kellogg's,15.9,5,79.5
5/2/2026,Dairy,Milk,Full Cream Milk,Fresh Farms Co.,6.5,13,84.5
5/2/2026,Dairy,Milk,Low Fat Milk,Farmhouse Dairy,6.8,7,47.6
5/2/2026,Dairy,Milk,Chocolate Milk,Fresh Farms Co.,7.5,3,22.5
5/2/2026,Dairy,Cheese,Cheddar Cheese,Dairy Best,9.9,5,49.5
5/2/2026,Dairy,Cheese,Mozzarella Cheese,Dairy Best,11.9,6,71.4
5/2/2026,Dairy,Cheese,Cheese Slices,Fresh Farms Co.,8.9,10,89
5/2/2026,Dairy,Yogurt,Plain Yogurt,Farmhouse Dairy,3.9,3,11.7
5/2/2026,Dairy,Yogurt,Strawberry Yogurt,Farmhouse Dairy,4.5,3,13.5
5/2/2026,Dairy,Yogurt,Greek Yogurt,Dairy Best,6.9,3,20.7
5/2/2026,Beverages,Coke,Coke 200ml,Coca-Cola,2,6,12
5/2/2026,Beverages,Coke,Coke 500ml,Local Beverage Distributor,3.5,15,52.5
5/2/2026,Beverages,Coke,Coke 1.5L,Local Beverage Distributor,6.9,2,13.8
5/2/2026,Beverages,Coke,Diet Coke,Local Beverage Distributor,3.8,4,15.2
5/2/2026,Beverages,Coke,Coke Zero,Coca-Cola,3.8,10,38
5/2/2026,Beverages,Pepsi,Pepsi 200ml,Local Beverage Distributor,2,1,2
5/2/2026,Beverages,Pepsi,Pepsi 500ml,PepsiCo,3.4,10,34
5/2/2026,Beverages,Pepsi,Pepsi 1.5L,PepsiCo,6.8,4,27.2
5/2/2026,Beverages,Pepsi,Pepsi Max,PepsiCo,3.8,8,30.4
5/2/2026,Beverages,Sprite,Sprite 200ml,Coca-Cola,2,8,16
5/2/2026,Beverages,Sprite,Sprite 500ml,Local Beverage Distributor,3.4,5,17
5/2/2026,Beverages,Sprite,Sprite 1.5L,Local Beverage Distributor,6.8,2,13.6
5/2/2026,Bakery,Bread,White Bread,Gardenia,3.8,20,76
5/2/2026,Bakery,Bread,Wholemeal Bread,Sunshine Bakery,4.8,14,67.2
5/2/2026,Bakery,Bread,Multigrain Bread,Gardenia,5.8,5,29
5/2/2026,Bakery,Bun,Plain Bun,Sunshine Bakery,2,4,8
5/2/2026,Bakery,Bun,Cream Bun,Sunshine Bakery,2.8,5,14
5/2/2026,Bakery,Bun,Red Bean Bun,Sunshine Bakery,2.8,2,5.6
5/2/2026,Bakery,Croissant,Butter Croissant,Local Bakery,4.5,6,27
5/2/2026,Bakery,Croissant,Chocolate Croissant,French Bakehouse,5.2,1,5.2
5/2/2026,Produce,Apple,Red Apple,Green Harvest,2.2,5,11
5/2/2026,Produce,Apple,Green Apple,Fresh Farms Co.,2.4,1,2.4
5/2/2026,Produce,Apple,Fuji Apple,Green Harvest,3.2,1,3.2
5/2/2026,Produce,Banana,Cavendish Banana,Green Harvest,1.8,21,37.8
5/2/2026,Produce,Banana,Mini Banana,Fresh Farms Co.,2.5,2,5
5/2/2026,Produce,Lettuce,Romaine Lettuce,Local Farm,4.8,7,33.6
5/2/2026,Produce,Lettuce,Butterhead Lettuce,Green Harvest,5.2,3,15.6
5/2/2026,Pantry,Rice,White Rice 5kg,Golden Grain,22.9,3,68.7
5/2/2026,Pantry,Rice,Brown Rice 5kg,Pantry Supply Co.,28.9,7,202.3
5/2/2026,Pantry,Rice,Basmati Rice 5kg,Pantry Supply Co.,34.9,5,174.5
5/2/2026,Pantry,Pasta,Spaghetti,Italian Foods,5.5,9,49.5
5/2/2026,Pantry,Pasta,Macaroni,Italian Foods,5.2,3,15.6
5/2/2026,Pantry,Pasta,Penne,Pantry Supply Co.,5.8,2,11.6
5/2/2026,Pantry,Cereal,Corn Flakes,Nestle,11.9,6,71.4
5/2/2026,Pantry,Cereal,Oat Cereal,Kellogg's,13.9,2,27.8
5/2/2026,Pantry,Cereal,Chocolate Cereal,Kellogg's,15.9,2,31.8
6/2/2026,Dairy,Milk,Full Cream Milk,Farmhouse Dairy,6.5,10,65
6/2/2026,Dairy,Milk,Low Fat Milk,Farmhouse Dairy,6.8,6,40.8
6/2/2026,Dairy,Milk,Chocolate Milk,Farmhouse Dairy,7.5,6,45
6/2/2026,Dairy,Cheese,Cheddar Cheese,Fresh Farms Co.,9.9,4,39.6
6/2/2026,Dairy,Cheese,Mozzarella Cheese,Dairy Best,11.9,1,11.9
6/2/2026,Dairy,Cheese,Cheese Slices,Dairy Best,8.9,10,89
6/2/2026,Dairy,Yogurt,Plain Yogurt,Farmhouse Dairy,3.9,2,7.8
6/2/2026,Dairy,Yogurt,Strawberry Yogurt,Dairy Best,4.5,8,36
6/2/2026,Dairy,Yogurt,Greek Yogurt,Dairy Best,6.9,4,27.6
6/2/2026,Beverages,Coke,Coke 200ml,Local Beverage Distributor,2,3,6
6/2/2026,Beverages,Coke,Coke 500ml,Coca-Cola,3.5,15,52.5
6/2/2026,Beverages,Coke,Coke 1.5L,Coca-Cola,6.9,1,6.9
6/2/2026,Beverages,Coke,Diet Coke,Local Beverage Distributor,3.8,7,26.6
6/2/2026,Beverages,Coke,Coke Zero,Local Beverage Distributor,3.8,11,41.8
6/2/2026,Beverages,Pepsi,Pepsi 200ml,Local Beverage Distributor,2,5,10
6/2/2026,Beverages,Pepsi,Pepsi 500ml,Local Beverage Distributor,3.4,11,37.4
6/2/2026,Beverages,Pepsi,Pepsi 1.5L,PepsiCo,6.8,5,34
6/2/2026,Beverages,Pepsi,Pepsi Max,Local Beverage Distributor,3.8,5,19
6/2/2026,Beverages,Sprite,Sprite 200ml,Local Beverage Distributor,2,5,10
6/2/2026,Beverages,Sprite,Sprite 500ml,Local Beverage Distributor,3.4,11,37.4
6/2/2026,Beverages,Sprite,Sprite 1.5L,Local Beverage Distributor,6.8,5,34
6/2/2026,Bakery,Bread,White Bread,Gardenia,3.8,16,60.8
6/2/2026,Bakery,Bread,Wholemeal Bread,Local Bakery,4.8,21,100.8
6/2/2026,Bakery,Bread,Multigrain Bread,Sunshine Bakery,5.8,4,23.2
6/2/2026,Bakery,Bun,Plain Bun,Sunshine Bakery,2,2,4
6/2/2026,Bakery,Bun,Cream Bun,Sunshine Bakery,2.8,3,8.4
6/2/2026,Bakery,Bun,Red Bean Bun,Sunshine Bakery,2.8,1,2.8
6/2/2026,Bakery,Croissant,Butter Croissant,Local Bakery,4.5,4,18
6/2/2026,Bakery,Croissant,Chocolate Croissant,French Bakehouse,5.2,7,36.4
6/2/2026,Produce,Apple,Red Apple,Fresh Farms Co.,2.2,8,17.6
6/2/2026,Produce,Apple,Green Apple,Green Harvest,2.4,5,12
6/2/2026,Produce,Apple,Fuji Apple,Green Harvest,3.2,6,19.2
6/2/2026,Produce,Banana,Cavendish Banana,Green Harvest,1.8,14,25.2
6/2/2026,Produce,Banana,Mini Banana,Green Harvest,2.5,8,20
6/2/2026,Produce,Lettuce,Romaine Lettuce,Green Harvest,4.8,4,19.2
6/2/2026,Produce,Lettuce,Butterhead Lettuce,Local Farm,5.2,1,5.2
6/2/2026,Pantry,Rice,White Rice 5kg,Golden Grain,22.9,1,22.9
6/2/2026,Pantry,Rice,Brown Rice 5kg,Pantry Supply Co.,28.9,2,57.8
6/2/2026,Pantry,Rice,Basmati Rice 5kg,Golden Grain,34.9,4,139.6
6/2/2026,Pantry,Pasta,Spaghetti,Italian Foods,5.5,7,38.5
6/2/2026,Pantry,Pasta,Macaroni,Italian Foods,5.2,8,41.6
6/2/2026,Pantry,Pasta,Penne,Pantry Supply Co.,5.8,2,11.6
6/2/2026,Pantry,Cereal,Corn Flakes,Nestle,11.9,12,142.8
6/2/2026,Pantry,Cereal,Oat Cereal,Kellogg's,13.9,6,83.4
6/2/2026,Pantry,Cereal,Chocolate Cereal,Nestle,15.9,1,15.9
7/2/2026,Dairy,Milk,Full Cream Milk,Farmhouse Dairy,6.5,16,104
7/2/2026,Dairy,Milk,Low Fat Milk,Nestle,6.8,5,34
7/2/2026,Dairy,Milk,Chocolate Milk,Fresh Farms Co.,7.5,5,37.5
7/2/2026,Dairy,Cheese,Cheddar Cheese,Fresh Farms Co.,9.9,6,59.4
7/2/2026,Dairy,Cheese,Mozzarella Cheese,Fresh Farms Co.,11.9,3,35.7
7/2/2026,Dairy,Cheese,Cheese Slices,Fresh Farms Co.,8.9,6,53.4
7/2/2026,Dairy,Yogurt,Plain Yogurt,Dairy Best,3.9,7,27.3
7/2/2026,Dairy,Yogurt,Strawberry Yogurt,Farmhouse Dairy,4.5,4,18
7/2/2026,Dairy,Yogurt,Greek Yogurt,Dairy Best,6.9,2,13.8
7/2/2026,Beverages,Coke,Coke 200ml,Local Beverage Distributor,2,6,12
7/2/2026,Beverages,Coke,Coke 500ml,Coca-Cola,3.5,19,66.5
7/2/2026,Beverages,Coke,Coke 1.5L,Local Beverage Distributor,6.9,12,82.8
7/2/2026,Beverages,Coke,Diet Coke,Coca-Cola,3.8,7,26.6
7/2/2026,Beverages,Coke,Coke Zero,Local Beverage Distributor,3.8,22,83.6
7/2/2026,Beverages,Pepsi,Pepsi 200ml,Local Beverage Distributor,2,6,12
